,tweet,date
1317,"""selena gomez is gna have a concert soon... wanna go?""
""no""
""good. trick question faggot""
#me&amp;daisy",2014-04-06 11:37:06
1318,Cant get over how brilliant Ruby Sparks was :'),2014-04-04 06:52:40
1319,to the point to the point,2014-04-04 02:08:12
1320,#listeningto https://t.co/trQcMukOdF,2014-04-03 04:41:27
1321,If it weren't for coffee I'd be ktfo rn,2014-03-31 23:39:38
1322,I hope my ovaries are ok from watching that 1d video.. said someone 😅,2014-03-30 08:57:35
1323,when sum1 tells u how easy sumthing is but cant even help u solve the problem... i just bite my bread,2014-03-30 05:15:03
1324,&amp; den clicking the profile killed everythin :&gt;,2014-03-28 23:40:01
1325,recently started following @Pharrell so i got RIDICULOUSLY excited when i saw my notif... http://t.co/bXKFmSkhx0,2014-03-28 23:39:38
1326,A bird just hopped around me it's gonna be a good day,2014-03-25 20:19:39
1327,i just wanna choke the words outta u bc its already all over your face,2014-03-24 05:18:06
1328,when someone follows the if-u-dnt-have-anythng-nice-to-say-dnt-say-anythng-at-all rule 2 faithfully &amp; makes it rlly obvious when shes at it,2014-03-24 05:17:13
1329,"Eavesdropping my sister's phone convo*
""hey let's go swimming together"" 
""at my house?""
""no on animal crossing""",2014-03-23 10:02:08
1330,"i woke up to one of those days so I woke up again, nothing changed.. but you know, a shower will really turn things around",2014-03-22 21:39:24
1331,everything around me is pissing me off,2014-03-22 21:37:23
1332,"Gas pedal starts playing.. Middle schoolers yell ""OMG GAS PEDAL!!!""",2014-03-22 04:11:25
1333,i really hope your lies turn out to be true,2014-03-22 01:05:35
1334,Use it or lose it,2014-03-20 16:25:07
1335,omg omg don't fall asleep laura snap out of it,2014-03-17 02:17:51
1336,I don't mind my hair getting oily anymore. It makes me feel organic,2014-03-16 09:52:35
1337,Burgers cakes and headaches,2014-03-16 09:31:34
1338,Poor Gatsby :(,2014-03-16 08:28:10
1339,Spicy anchovies are frickin delicious,2014-03-15 22:15:00
1340,Last thing I did was sit down with a magazine,2014-03-13 21:05:27
1341,Woke up to the sun in my face n surprised that I fell asleep *.*,2014-03-13 21:04:53
1342,Goodbye radio n cds,2014-03-13 18:36:41
1343,A cassette aux adapter found its way to me n my day cannot get any brighter :&gt;,2014-03-13 18:35:23
1344,Dispersed but never reversed,2014-03-13 05:52:46
1345,Hard not to expect the best,2014-03-12 07:13:24
1346,give it up girl before you lose your mind~~ come alllliiiiivee,2014-03-11 16:55:56
1347,@yokoono http://t.co/NGQKWx6xnK,2014-03-11 02:36:26
1348,So tired.. But never too tired to watch #girlshbo,2014-03-10 04:49:19
1349,"""i thought he was her younger brother until i saw her real younger brother.. who looks like a fetus"" lmao",2014-03-08 11:57:22
1350,"RT @HuffingtonPost: 13 things ""Girls"" gets right about being in your 20s http://t.co/olnQIK5w59 http://t.co/lw99UZLW4X",2014-03-08 10:14:10
1351,Wat the fuq who makes me wait an hour to get picked up that's right ding ding ding,2014-03-06 02:40:24
1352,Chill wave and pinterest are making me crave summer,2014-03-05 03:53:39
1353,Got myself a beautiful parking spot :') #rare,2014-03-04 18:29:28
1354,How you going to say good night to me and then start talking to ur bf on the phone when we sleep in the same room,2014-03-03 10:56:09
1355,zucchini milk!!!,2014-03-01 10:20:28
1356,Ugggghhhhhhhhhhhh,2014-03-01 06:29:31
1357,Hellbound,2014-02-27 23:33:37
1358,spilled water on my computer n now the mousepad is fucked -.-,2014-02-22 11:25:07
1359,Grrrrrr traffic jam,2014-02-22 00:41:04
1360,I really am my dad's taxi driver tonight.. Eternal role reversal,2014-02-20 08:13:59
1361,Craigslist has wildly disappointed me,2014-02-19 09:00:55
1362,@JESSICAAHNN asian moms are the most brutal but the most loving haha,2014-02-18 20:59:06
1363,There needs to be a separate toilet for sloppy squatters,2014-02-18 02:54:47
1364,Back to my roots,2014-02-18 02:04:39
1365,RT @OhMrWonka: black history month 😂 http://t.co/avUDqR1uVX,2014-02-17 19:02:50
1366,People,2014-02-17 06:31:01
1367,looking for a brat camp nearby,2014-02-16 10:05:35
1368,intercession is officially ova,2014-02-15 08:11:25
1369,&amp; my abrasiveness has nothing to do w/ being single on vday -_-,2014-02-15 00:12:42
1370,no tolerance for bs today *spits on ground*,2014-02-15 00:12:02
1371,what a pity.. the biggest problem in her life is her low self esteem... gtfo,2014-02-15 00:10:29
1372,That ancestors commercial gets me every time :'),2014-02-13 09:47:38
1373,the worst excuse for not giving some1 a ride is not knowing where the place is -.-,2014-02-12 23:41:42
1374,I don't get stressed anymore.. I just sleep,2014-02-12 19:23:47
1375,Literally every thing I did for the last 4 days I did sitting,2014-02-12 04:27:34
1376,its not fair that moochers exist,2014-02-12 00:41:11
1377,do i have to spell it out for you.....,2014-02-12 00:33:33
1378,if you have an hour and curiosity #mindblown #relieved https://t.co/3ltfUkCBxZ,2014-02-11 07:38:41
1379,I just got really sleepy all of a sudden,2014-02-10 03:50:04
1380,http://t.co/n4TbNJDfue for flappybird therapy,2014-02-09 11:14:01
1381,feeling twitchy,2014-02-07 23:28:15
1382,#BLESSED,2014-02-07 19:24:47
1383,Was feeling bummed about making a pointless trip to court this morning but my day just made a 180 back flip when I won tix to see Delorean!,2014-02-07 19:24:19
1384,It could be so simple n quick n it's free,2014-02-04 09:18:50
1385,But sers.. If you won't even download an app for me.. Sigh,2014-02-04 09:13:33
1386,True friends trust each others app recommendations jk it depends,2014-02-04 09:12:59
1387,"""@TipsForYouDaily: This has now been explained to you http://t.co/omHvur3tBV"" @adautojason",2014-02-04 08:04:09
1388,@roykooch that'll teach her,2014-02-04 05:43:56
1389,"@roykooch I'm going to exact revenge by commenting on her pic ""this lady gives tickets"" jk",2014-02-04 05:40:18
1390,i realize i am a grudgeholder and failed my ancestors today bc i found the lady who gave me a ticket's FB,2014-02-04 04:56:57
1391,Fuck flaking on your grandparents bc of over sleeping is one of the worst things ever I deserve to be punched rn,2014-02-03 19:41:05
1392,Few things that keep me wondering if it was a test,2014-02-03 11:21:46
1393,"if i didnt say anything, dont project your own bias as mine...",2014-02-03 03:02:16
1394,Getting wet over @blockhead slave #blockhead slavery #blockheadsla,2014-02-02 02:18:47
1395,Disregard my warning if you're born in the year of the rooster cause its gonna be a poppin year! You protected! Wooo,2014-01-31 18:26:44
1396,Remember not to wash your hair today or else you'll wash away your luck #sotheysay,2014-01-31 18:24:05
1397,Happy Chinese New Year yall!,2014-01-31 18:20:50
1398,This is better than a fortune cookie but Idk how to read Chinese http://t.co/SD46aYevJa,2014-01-31 18:20:10
1399,@karenchipotle I miss taking zumba with you :(,2014-01-31 10:41:12
1400,Ya girl rolled over 200 egg rolls today,2014-01-31 01:42:33
1401,https://t.co/fqYgrg2W7Q,2014-01-29 13:40:14
1402,Stressfully watching Attack on Titan,2014-01-29 05:50:19
1403,last episode of Girls was a bit disappointing.. the show needs to be longer than 30 min if i can't watch them all at once on netflix,2014-01-28 10:26:09
1404,"You start to not feel like yourself and whatever that is you become, but you've always been and are yourself",2014-01-28 07:45:02
1405,the foreverly album got me smiling,2014-01-28 06:24:01
1406,@WillRealms not a bad thing. You'd have to duck thru doors if it weren't for aps,2014-01-27 01:19:11
1407,Getting too old for all nighters.. Time to ko,2014-01-26 20:13:01
1408,I swear I'm never procrastinating again gat fkn dam hell is over,2014-01-26 20:11:23
1409,@janellebunny that'd be wonderful ~,2014-01-26 16:05:11
1410,@janellebunny yes indeed! That place is full of light,2014-01-26 16:02:42
1411,deep breaths and back to hw,2014-01-26 09:40:00
1412,if everyone watched Girls.. it would open many doors,2014-01-26 09:39:30
1413,woah i just got really stressed from talking to someone.. how funny -_-'',2014-01-26 09:38:43
1414,http://t.co/lkdIA6Ecjr,2014-01-26 08:50:50
1415,"""you know he was caught molesting himself"" - my lil sis #DeportBieber",2014-01-26 00:56:22
1416,Missing out on free museum day bc of hw gat dayum,2014-01-25 22:26:47
1417,I'm putting an end to these late nights,2014-01-25 09:24:57
1418,Got a new phone wooopppeeee,2014-01-24 01:34:41
1419,RT @RonPaul: Take a moment to write a note to Edward #Snowden. Ron will make sure it gets to him directly. http://t.co/I7XeyREwtJ http://t.…,2014-01-23 22:19:00
1420,http://t.co/uvplbF8bkA,2014-01-20 13:02:48
1421,When you eagerly show someone sumting you found rly interesting and anticipate the rxn.. But she exits after the first page and falls asleep,2014-01-19 23:43:19
1422,Breaking news in China: Less homework for primary school students,2014-01-18 21:27:33
1423,i dont get how bottled water can expire,2014-01-18 06:59:22
1424,interruptions and most interrupters= annoying,2014-01-15 00:50:45
1425,"@eileeeenkim nooo homie dont be like that, you know i love you &lt;3",2014-01-14 05:15:12
1426,are you down to earth,2014-01-14 03:31:45
1427,I could never major in business *shrugs,2014-01-14 00:41:23
1428,everything passes,2014-01-10 00:37:50
1429,@addamrodriguez are you going?,2014-01-09 21:17:16
1430,@Seljaye Oh damn thats soon,2014-01-09 08:09:26
1431,http://t.co/TipXR5LPqH @dorothyrqian,2014-01-09 08:08:33
1432,@Seljaye YESSAH how long you staying for winterbreak?,2014-01-09 06:58:55
1433,threw a brick off my shoulder now,2014-01-09 06:42:57
1434,@Seljaye I still miss YOU Clarke,2014-01-09 04:52:59
1435,RT @OverlyManlyMF: Finally someone says it. http://t.co/ggqBpLGE1A,2014-01-08 19:30:53
1436,these oreos are doing a lot for me right now,2014-01-08 09:01:24
1437,Really wanna nap but I have to pick up tina.. zzzzz,2014-01-06 22:38:59
1438,Lessons in disguise,2014-01-03 22:43:51
1439,its called face pain,2014-01-03 08:52:48
1440,Dont like hannah but I like knowing about the rest of the characters,2014-01-02 11:37:35
1441,Plowing through two seasons of girls hahaha,2014-01-02 11:35:20
1442,RT @Bad_Acid_: new year's resolution: survive,2014-01-01 23:15:29
1443,we've come a long way,2013-12-29 04:32:21
1444,whatisacalled... o neurotic,2013-12-28 08:29:15
1445,Hate waiting,2013-12-25 01:39:45
1446,Beauties at the crossfire,2013-12-24 00:21:59
1447,just yesterday we were neanderthals,2013-12-22 12:15:19
1448,must be doing something right!,2013-12-19 21:07:16
1449,holy fuhh just won tickets to see @chancetherapper !!!,2013-12-19 21:07:03
1450,"I google out loud ""gifts for people you hate"" to piss off Daisy and she immediately responds ""candles"" lol",2013-12-18 07:42:05
1451,"""There is a huge amount of freedom that comes to you when you take nothing personally."" - Don Miguel Ruiz",2013-12-17 13:03:06
1452,like bro.....,2013-12-17 10:48:19
1453,human instinct,2013-12-16 06:10:39
1454,pillows are great,2013-12-13 23:18:25
1455,dont wanna speak so soon but todays been fairly lucky,2013-12-13 21:57:34
1456,My neighbors an itty bitty faggot,2013-12-13 19:40:28
1457,so close......,2013-12-13 10:47:39
1458,i hate myself right now.. got damn,2013-12-12 12:42:45
1459,damn why is it so hard to say no you cannot have my chocolate......,2013-12-12 12:39:52
1460,-lol- http://t.co/6QLj2juWk2,2013-12-12 05:31:42
1461,stop humming stop humming stop humming,2013-12-12 03:16:48
1462,theres something incredibly wrong with my nose.. it keeps drying water really fast,2013-12-06 01:48:08
1463,twitter the little pin cushion,2013-12-05 09:08:08
1464,two steps away but two steps forward,2013-11-28 06:35:55
1465,damn evernote is magic,2013-11-26 09:02:33
1466,"""the sun felt so foreign today.."" 
""your dramatic ass is foreign today""",2013-11-26 01:28:55
1467,there we go again,2013-11-25 08:53:17
1468,@janellebunny 3 more weeks til I get to see you &lt;333 #powerthrough,2013-11-24 23:54:06
1469,shouldve followed the light towards the life of pi than this bs,2013-11-24 11:15:16
1470,4. follow your instincts,2013-11-24 11:14:46
1471,"3. the constitutions a lie, including the ideals you believe in",2013-11-24 11:13:47
1472,2. fuck what you think,2013-11-24 11:12:42
1473,1. bitches shouldnt take themselves too seriously,2013-11-24 11:12:08
1474,Youre an idiot -_-,2013-11-20 03:57:34
1475,@caroparc cockadoodledoo *high five,2013-11-18 07:50:08
1476,love this http://t.co/glucKKmpkT,2013-11-17 08:20:55
1477,"if a good majority agree that Freud's been preaching baloney, then why do we still have to study him?",2013-11-15 21:41:17
1478,Yay it's friday!.. which means more time to catch up on work,2013-11-15 19:58:28
1479,she got a big head so i call her big head,2013-11-15 05:37:29
1480,Tmobile bullshits me with 4g signal but nothing loads -_-,2013-11-14 21:03:30
1481,@chandraa_eve sorry you're going to be stuck in the beautiful phase for a long time ;),2013-11-14 06:44:36
1482,english majors hit me up right now plz,2013-11-13 08:36:29
1483,deep space sighs,2013-11-13 06:29:47
1484,RT @Buddhism_Now: Everyday Buddhist: Luckily we are not to blame for what others say or do. We are only responsible for what we ourselves s…,2013-11-08 11:56:51
1485,http://t.co/zX6mwDiVtd,2013-11-08 04:49:29
1486,read this if youre feeling stressed rn http://t.co/ol3imZWmJn,2013-11-07 06:26:04
1487,It's not a foot fetish https://t.co/gyxjuxaVcr,2013-11-06 07:27:20
1488,an extra hour isnt enough,2013-11-06 07:02:15
1489,you used to do it for the rxn but it wasnt fun when you got none,2013-11-05 09:55:43
1490,And bam back to bidness,2013-11-04 18:44:22
1491,lol wth http://t.co/dvTM5sLpTS,2013-11-03 23:08:20
1492,Think what you wanna think cause I won't bother to change your mind,2013-11-03 22:50:08
1493,how sad to see the streets empty.. where are all the kids at???,2013-11-01 02:59:18
1494,fok overslept -_-,2013-10-30 17:41:16
1495,let it go let it snow let it snow,2013-10-29 07:40:00
1496,green tea for the summer and red tea for the cold,2013-10-29 04:27:47
1497,my patience is wearing very thin,2013-10-27 10:02:55
1498,Bad Grandpa was too too funny ^_^,2013-10-27 05:58:14
1499,asian fobs might be the meanest,2013-10-27 02:49:26
1500,hope the weather stays like this for a while,2013-10-26 22:02:33
1501,"nothings worth it, they just take your information and run... said someone ever",2013-10-26 07:47:24
1502,yes you a hoe nigga sorry you dont know nigga,2013-10-16 19:03:45
1503,sympathy is nice and shit but empathy spurs progress,2013-10-15 22:30:09
1504,"not gonna cap the filter, but it surely is working",2013-10-10 08:16:54
1505,@isabeldim more like woopin worryin wednesdays,2013-10-10 06:30:44
1506,refreshingly nostalgic to see the seasons change,2013-10-05 20:53:45
1507,not having a phone is starting to become a hassle,2013-10-04 05:58:11
1508,"THIS IS THE CUTEST EVER
http://t.co/P61jEf1UpD",2013-10-01 10:09:06
1509,"only a month ago i hated choosing
now i see it a blessing",2013-09-29 23:32:49
1510,@Seljaye its aiightttt haha how you doin?,2013-09-29 21:52:59
1511,lmfao http://t.co/LZ30IjYUtr,2013-09-28 06:00:11
1512,@Seljaye clarrrkkeee i miss you :3,2013-09-28 02:42:36
1513,ding dings cucumber cultivation http://t.co/5sAg7QO9hv,2013-09-27 23:12:38
1514,it is what it is,2013-09-21 01:23:31
1515,crunch time,2013-09-20 03:52:56
1516,HUSH,2013-09-17 04:47:45
1517,cringe*** at the thought of daylight,2013-09-16 09:45:36
1518,i want none of that inconvenient exclusivity,2013-09-16 09:15:29
1519,@adautojason @wildcatwildcat yee haha my fave is mr quiche!,2013-09-12 06:06:06
1520,shaba shaba,2013-09-09 19:34:03
1521,im already asssed out,2013-09-09 19:33:49
1522,its really dillon francis ft ying yang twins** at the grove of anaheim** free shuttle from chapman tho,2013-09-09 05:00:23
1523,hmu for dillon francis ticket for fri 13 8pm @ chapman $15,2013-09-09 04:58:36
1524,who says you deserve comfort? aint no first amendment right,2013-09-08 19:59:30
1525,"""i know i know i know"" is only acceptable in fiction and songs",2013-09-07 04:32:33
1526,"Daisy: ""Yeah I've seen Jared's brother around school"" @MiyamotoJared",2013-09-06 22:58:44
1527,#mysexlifeinmovietitles E.T.,2013-09-06 09:04:31
1528,anyone have a cheap lil tmobile phone to sell?,2013-09-06 02:17:15
1529,can we just never grow up http://t.co/MoZh1wdJod,2013-09-05 07:56:02
1530,@adautojason wow thanks for reporting that pic of you and getting my fb acc locked -.-,2013-09-05 04:45:14
1531,lol douche or pussy.. both as shitty,2013-09-04 15:09:48
1532,spent my night googling about lennon and yoko &amp; my nosiness lead me to dismay :( #whatistruth,2013-09-04 07:31:14
1533,"""it just sits there and takes it!""",2013-09-03 09:46:03
1534,#FrancoRoast made my fuckin night,2013-09-03 06:41:27
1535,the last chick was too much of a bitch #francoroast thank goodness sandberg is next,2013-09-03 05:59:53
1536,yayy harem pants are back on sale!,2013-08-31 21:58:46
1537,@JovannyZ8 @gabbies_cool No way.. In Riverside??!,2013-08-31 05:06:50
1538,"""So your curriculum is set up to base it on learning..?"" #ShitPeopleSayInClass",2013-08-31 05:00:44
1539,my dream told me something tonight.. dont hang around liars,2013-08-30 12:28:46
1540,@caraparc will do!,2013-08-29 09:08:16
1541,YO ILL MAKE YOU PROUD #DXRTBSF @HipHopDX @rockthebells,2013-08-29 08:43:43
1542,hahaha yes http://t.co/B3SaUyVSed,2013-08-29 08:29:11
1543,@JellyBellyJC yup yup the whole crew too,2013-08-29 07:57:26
1544,gat damn today was great,2013-08-29 07:38:12
1545,"free sprinkles, free show, life's good",2013-08-29 07:29:48
1546,dam back to school again,2013-08-28 01:31:27
1547,"RT @therealjuicyj: @therealjuicyj is giving a 50,000 scholarship to the winner of a twerking contest ,yes this is true so get ready!",2013-08-27 20:42:35
1548,its hot af and im running around sac looking for classes,2013-08-27 17:49:13
1549,phoneless life = free life,2013-08-27 07:57:46
1550,333 still #winning,2013-08-20 10:33:43
1551,https://t.co/wCXOY59iov,2013-08-19 23:55:11
1552,@chandraa_eve haha chut up I love you,2013-08-19 09:10:55
1553,Why didn't anyone tell me I had an Oreo crumb on my face -_-,2013-08-19 08:57:27
1554,"Fuck Daisy I'm sweating in the car rn cus she told me to pick her up at 5 ..but her class ends at 530
IM NOT THAT BAD OF A LAGGER",2013-08-17 00:10:12
1555,11 minutes well spent http://t.co/YVqhKQfYi4,2013-08-16 06:58:40
1556,mv of the day: https://t.co/jOnwKiVGuZ,2013-08-14 03:54:35
1557,Life's good though,2013-08-12 13:22:12
1558,Ahh im aching,2013-08-12 13:21:40
1559,On the way to sf! @Emilynakama https://t.co/eA7JCN4BT8,2013-08-08 21:25:48
1560,Raw garlic n NyQuil to get ready for Hard woooopeee,2013-08-03 07:17:50
1561,"Ain't nothing wrong, ain't nothing right",2013-07-31 00:22:32
1562,theres some truth in drakes songs.. #awfuck,2013-07-30 09:51:52
1563,"The place of niyyah (intention) is in the heart, not the tongue - Ibn Taymiyyah",2013-07-29 12:44:57
1564,"""The key is to keep company with those people who uplift you, whose presence calls forth your best."" -Epitetus",2013-07-29 12:23:46
1565,My joints feel loose whenever I don't get enough sleep waw,2013-07-28 22:04:56
1566,I like to keep things simple and not be the middle man #Peace,2013-07-28 13:43:02
1567,Done with moochers,2013-07-28 02:17:04
1568,@mandylko DUUDEE 💔 plz just goooo,2013-07-25 09:57:10
1569,Detachment gone wrong.. whatevs,2013-07-22 22:50:39
1570,@IzzyThugMama oh shit! that's sick!,2013-07-22 08:33:49
1571,Ew why http://t.co/WMjjikY09I,2013-07-21 21:53:16
1572,@chandraa_eve it's a Nirvana kinda day,2013-07-20 23:28:21
1573,@mandylko AY you better not be selling yours!!,2013-07-19 10:17:51
1574,Can the toaster hurry the fuck up already,2013-07-19 10:17:12
1575,You know it's a good day when class is cancelled!! 🎉,2013-07-18 20:37:49
1576,Feels like I been eating full on meals every 2 hours lately.. #struggling,2013-07-18 04:17:14
1577,i dont know where to begin :\,2013-07-18 03:28:50
1578,damn... poor gaslamp :(,2013-07-18 01:27:59
1579,B O R E D,2013-07-17 08:02:46
1580,Letchu think what you wanna think,2013-07-17 07:31:27
1581,I'm eating norms with ding ding rn 😛👭,2013-07-15 12:02:29
1582,i wonder if theres a correlation between getting fat and feelin loved,2013-07-15 08:14:44
1583,mmm green onion pancakes.. so simple yet so bomb,2013-07-14 22:21:09
1584,@wsupcourt ok dokay u can count on it,2013-07-13 20:55:41
1585,Iono I just like making ppl feel uncomfortable sometimes,2013-07-13 20:49:36
1586,The fuck.. It's already Saturday,2013-07-13 20:28:24
1587,"Mom""help me change the channel""
Me""no""
Mom""this is why you're not my daughter""
-____-",2013-07-11 06:20:29
1588,@caraparc go go go nigga we will rage!,2013-07-10 06:15:20
1589,@caraparc what?! you gotta be there!,2013-07-10 05:17:24
1590,@janellebunny I miss you too ❤❤,2013-07-10 02:07:49
1591,@karenchipotle thanks homie ~hwaiting~,2013-07-09 09:40:41
1592,@karenchipotle LOL I dunno how you can help me study,2013-07-09 09:33:04
1593,Breakin freee I'm soarin~ I'm flyin~,2013-07-09 09:17:59
1594,Plooo plooo plooooey,2013-07-09 07:46:52
1595,Can't fxn focus!!!,2013-07-09 07:46:33
1596,Ya forgot me... Jk @adautojason,2013-07-09 03:37:17
1597,HI RIGHT HERE! @987LA @portugaltheman @kadeshow,2013-07-09 00:10:41
1598,#latenightrealizations.. Why's my head so big,2013-07-08 10:54:16
1599,finna be a good week.. i feel it!,2013-07-08 10:40:45
1600,yeah its a deadbeat summer,2013-07-07 23:38:53
1601,I really hate getting pissed at my sister bc I see her as a reflection of me.. And I hate realizing how much Id hate me if I weren't me,2013-07-07 05:48:27
1602,"Headache
Need booze",2013-07-06 11:46:14
1603,@isabeldim yeahh lameeeee,2013-07-05 22:34:35
1604,Happy 4th of July y'all,2013-07-05 04:09:05
1605,$130 to get it out... Ihml 🔫,2013-07-05 04:08:39
1606,Can't believe I locked my keys in the trunk 👏👏👏,2013-07-05 04:04:41
1607,Shit LOL,2013-07-04 23:06:48
1608,Monsters university was fantastic!!!,2013-07-03 06:23:39
1609,Holy moly I just won tix to portugal! Thank you @kroq!!!,2013-07-02 20:19:05
1610,finally watched life in a day.. i enjoyed it very much,2013-07-02 09:31:22
1611,"""I love my refrigerator. Nothing else but my refrigerator""",2013-07-02 08:39:42
1612,http://t.co/572zfOYTh6 lawl,2013-07-02 06:48:19
1613,summa time and the livins easyyyy... sike i got hw,2013-07-02 03:11:47
1614,THREE MONTHS LATER WHY DINT Y'ALL TELL ME,2013-06-29 13:09:46
1615,Wait wthe fuck finding about some Korean ass Elaine talking shit about my homie when he's already in peace THE FUCK,2013-06-29 13:09:22
1616,@caraparc no no you can just cook for me 😋,2013-06-29 05:01:54
1617,@caraparc cause you gave me that lip balm,2013-06-29 04:36:12
1618,Awkward wording but u get the picture..,2013-06-29 04:11:22
1619,Popped open my lip balm and fuck me right? Today was too hot 😲 @caraparc http://t.co/4v2ddAfvr3,2013-06-29 04:06:49
1620,its so hot.. i wish i was at the beach rn,2013-06-28 09:27:44
1621,i got hives from a few mangos... bad bitch right #here,2013-06-26 08:20:53
1622,sketched out,2013-06-25 09:13:43
1623,"""Doesn't one of the songs feature God?"" Kane on Yeezus 🙏👏😂",2013-06-24 19:21:48
1624,hell yee its avocado season,2013-06-24 09:03:45
1625,Slept all dam day today~ feelin good,2013-06-24 05:45:43
1626,"RT @idillionaire: When you try to control everything, you enjoy nothing. Relax. Breathe. Let go. Live &amp; let live.",2013-06-23 16:30:29
1627,Bloated 4 life,2013-06-21 07:48:56
1628,Gat damn I been on that over dramatic twit roll,2013-06-21 07:33:51
1629,Some things are better not knowing,2013-06-21 07:33:12
1630,Brightside: torches is prolly the most uplifting album of my life,2013-06-19 11:21:37
1631,Some things you'll never understand,2013-06-19 11:11:10
1632,I swear karma exists so be good everybody,2013-06-19 11:09:48
1633,When everything goes wrong just.... Fuck it and make yourself not care,2013-06-19 11:07:41
1634,#tybg for makin ma mornin 100% gutta,2013-06-18 19:51:59
1635,seein thru bullshit in the AM,2013-06-18 13:36:45
1636,@justinlibang Haha yeah too many new albums to check offf,2013-06-18 01:12:34
1637,I'm diggin the 20/20 experience,2013-06-17 07:26:07
1638,cant fight craviinggggsss nooooo,2013-06-17 06:07:35
1639,@ereginald humans like dat consistency,2013-06-16 07:56:38
1640,I hate wakin up fat,2013-06-15 21:05:21
1641,Love my sisters coconut mavcarroons!! http://t.co/SQwaam7bti,2013-06-15 09:01:25
1642,uh huh honey,2013-06-14 23:18:34
1643,Time to unlearn,2013-06-13 20:57:21
1644,@chandraa_eve I do..,2013-06-12 22:20:07
1645,tryin to be like the dalai lama would mean a mental breakdown every few days.. and bein ok with it,2013-06-12 11:46:58
1646,That nap intense,2013-06-10 02:34:47
1647,Sometimes ima grandma,2013-06-09 17:01:09
1648,@dorothyrqian LOL hate chu.. ❤,2013-06-09 08:28:47
1649,Bad karma luvs me but I luv the sista,2013-06-08 23:31:31
1650,I think yes 😛 http://t.co/UwFRCtGrfw,2013-06-08 00:21:26
1651,@roykooch Yeeee hmu when you're in town!,2013-06-07 09:30:46
1652,@roykooch Ahah miss u nigga,2013-06-07 09:13:49
1653,Where the 24 hr kbbqs at 😺,2013-06-07 08:47:27
1654,"RT @riacustodio: ""those who seem to forget the past are doomed to repeat it""",2013-06-06 22:48:35
1655,Don't take it personally,2013-06-05 08:30:37
1656,Done with people..,2013-06-05 03:30:21
1657,be real stay real,2013-06-05 00:53:52
1658,@_aaronalvarez ok excluding Tokyo drift haha,2013-06-04 06:07:19
1659,@_AaronAlvarez dude it's the most eventful one yet! Just go watch it rn :)),2013-06-04 06:06:36
1660,@_AaronAlvarez it's a must see! So many life lessons! Agh!,2013-06-04 06:03:40
1661,Take it back fuck u twitter,2013-06-04 05:38:43
1662,Fuck yeah! http://t.co/QC8xBpxNnP,2013-06-03 20:05:35
1663,@dorothyrqian what??,2013-06-03 08:22:23
1664,LOL mad love from @dorothyrqian rn ☺,2013-06-03 08:21:48
1665,@dorothyrqian that shit got preservatives and plastic in it 😢,2013-06-03 08:12:53
1666,All along it was a fever,2013-06-03 05:15:17
1667,if only there's a whole foods in walnut..,2013-06-02 20:49:52
1668,you musnt scare babies,2013-06-02 09:27:35
1669,@wallyhoz you are a freaking male,2013-06-01 03:20:04
1670,I got a taste so I ain't about that life no mo,2013-05-31 21:42:52
1671,Fuck laggers,2013-05-31 21:42:27
1672,Gettin phat,2013-05-31 08:21:54
1673,But technically am cause I can change it,2013-05-31 08:06:14
1674,Never followin my intuition,2013-05-31 08:05:22
1675,time to make peace with the truth,2013-05-30 09:08:22
1676,http://t.co/T6rXkLDHsv,2013-05-30 02:43:20
1677,Less mediation，more meditation,2013-05-30 01:20:06
1678,a lotta good lessons in fast n furious 6,2013-05-29 08:43:22
1679,i aint even mad cause you're trapped and double wrapped,2013-05-29 08:25:57
1680,Fast &amp; Furious was great 😼,2013-05-29 07:39:02
1681,Taking boba out of my life,2013-05-29 01:24:47
1682,http://t.co/QdO23ItFaN,2013-05-28 23:15:44
1683,concerned for no reason,2013-05-28 18:47:30
1684,good day good night,2013-05-28 11:01:28
1685,big teeth small mouth,2013-05-27 09:05:53
1686,Mmm o-o,2013-05-26 05:23:06
1687,"""we receive the love we think we deserve""",2013-05-25 08:37:53
1688,neon lemonade melt my face away,2013-05-24 08:36:15
1689,stoked on being stoked woo,2013-05-24 05:32:09
1690,@_AaronAlvarez whend u become a greaser?,2013-05-24 05:28:21
1691,i fuckin hate when ppl leave without saying goodbye while i'm still conscious*,2013-05-24 02:13:18
1692,i wouldve jumped you if you didn't leave so quickly,2013-05-24 00:24:04
1693,one thousand lonely stars,2013-05-23 10:59:20
1694,@IzzyThugMama lmao jk,2013-05-23 09:49:37
1695,@IzzyThugMama oh no!! grab her by the weave! keep one safe for me!,2013-05-23 09:49:21
1696,@higashidakelly lmao that ain't me,2013-05-22 18:05:34
1697,there comes a point in life when u realize ASAP mob is jokes.. or trash.. depends on whether you wanna be positive/negative bout it,2013-05-22 10:43:30
1698,cant stop listening to instant crush,2013-05-22 10:36:21
1699,Bored,2013-05-22 08:56:02
1700,Stupid,2013-05-22 03:43:51
1701,Hate being told what to do yet you still need direction,2013-05-21 21:20:52
1702,"erase ""almost""",2013-05-21 06:34:37
1703,how the fuck is rock the bells gna cost almost 4 bills??,2013-05-21 06:34:18
1704,“@NotBranden: Who the fuck wants to be average? Not me.” And we question why capitalism still ballin in Amurica,2013-05-18 07:55:20
1705,Sanity is merely a perspective,2013-05-17 22:38:55
